CAS,Chemical name,Latin name,Trophic Level,Effect,Effect value,Unit,Test type,Test statistic,Duration,Duration (days),Effect is 5X above water solubility,Source,version,SMILES
759944,EPTC;S-Ethyl dipropylcarbamothioate,Oncorhynchus clarkii,FISH,Mortality,19.9,mg/L,A,LC50,96 hours,4,0,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/759944/property/IsomericSMILES/JSON
760236,"3,4-Dichloro-1-butene;3,4-Dichlorobut-1-ene",Oryzias latipes,FISH,Mortality,27.0,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/760236/property/IsomericSMILES/JSON
761659,"N,N-Dibutylformamide;N,N-Dibutylformamide",Pimephales promelas,FISH,Mortality,89.3,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/761659/property/IsomericSMILES/JSON
764012,2-Butyn-1-ol;But-2-yn-1-ol,Pimephales promelas,FISH,Mortality,10.1,mg/L,A,LC50,96 hours,4,0,"Veith, G.D., R.L. Lipnick, and C.L. Russom, 1989. The Toxicity of Acetylenic Alcohols to the Fathead Minnow, Pimephales promelas: Narcosis and Proelectrophile Activation, Xenobiotica 19(5):555-565",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/764012/property/IsomericSMILES/JSON
767000,4-Hydroxybenzonitrile;4-Hydroxybenzonitrile,Oncorhynchus mykiss,FISH,Mortality,22.6,mg/L,A,LC50,96 hours,4,0,"Hodson,P.V., D.G. Dixon, and K.L.E. Kaiser. Measurement of Median Lethal Dose as a Rapid Indication of Contaminant Toxicity to Fish",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/767000/property/IsomericSMILES/JSON
771608,"2,3,4,5,6-Pentafluoroaniline;Pentafluoroaniline",Pimephales promelas,FISH,Mortality,37.1,mg/L,A,LC50,96 hours,4,0,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund. Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/771608/property/IsomericSMILES/JSON
780698,Triethoxy(phenyl)silane;Triethoxy(phenyl)silane,Pimephales promelas,FISH,Mortality,18.4,mg/L,A,LC50,96 hours,4,0,"Barnidge,D., D. Brooke, G. Elonen, T. Goldenstein, M. Hoglund, M. Kahl, G. Mielke, and A. Puglisi, . Toxicity of Data Gap Compounds to Fathead Minnows (Pimephales promelas) and Daphnids (Daphnia magna)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/780698/property/IsomericSMILES/JSON
782741,"1,2-Bis(2-chlorophenyl)hydrazine;1,2-Bis(2-chlorophenyl)hydrazine",Oryzias latipes,FISH,Mortality,0.1,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/782741/property/IsomericSMILES/JSON
786196,"Carbophenothion;S-{[(4-Chlorophenyl)sulfanyl]methyl} O,O-diethyl phosphorodithioate",Pimephales promelas,FISH,Mortality,0.237,mg/L,A,LC50,96 hours,4,0,"Call,D.J., S.H. Poirier, C.A. Lindberg, S.L. Harting, T.P. Markee, L.T. Brooke, N. Zarvan, and C.E. Northcott, . Toxicity of Selected Uncoupling and Acetylcholinesterase-Inhibiting Pesticides to the Fathead Minnow (Pimephales promelas)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/786196/property/IsomericSMILES/JSON
793248,"N-(1,3-Dimethylbutyl)-N'-phenyl-p-phenylenediamine;N~1~-(4-Methylpentan-2-yl)-N~4~-phenylbenzene-1,4-diamine",Oryzias latipes,FISH,Mortality,0.029,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/793248/property/IsomericSMILES/JSON
804637,"Quinine sulfate (2:1);Sulfuric acid--(8alpha,9R)-6'-methoxycinchonan-9-ol (1/2)",Ictalurus punctatus,FISH,Mortality,34.0,mg/L,A,LC50,96 hours,4,0,"Clemens, H.P., and K.E. Sneed, 1959. Lethal Doses of Several Commercial Chemicals for Fingerling Channel Catfish, U.S.Fish.Wildl.Serv., Spec.Sci.Rep.- Fish No.316, Washington, DC :10 p.",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/804637/property/IsomericSMILES/JSON
818611,2-Hydroxyethyl acrylate;2-Hydroxyethyl prop-2-enoate,Pimephales promelas,FISH,Mortality,4.8,mg/L,A,LC50,96 hours,4,0,1988. Acute toxicity and behavioral effects of acrylates and methacrylates to juvenile fathead minnows,EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/818611/property/IsomericSMILES/JSON
822866,"trans-1,2-Dichlorocyclohexane;(1R,2R)-1,2-Dichlorocyclohexane",Pimephales promelas,FISH,Mortality,18.4,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/822866/property/IsomericSMILES/JSON
825901,Monosodium 4-phenolsulfonate;Sodium 4-hydroxybenzene-1-sulfonate,Daphnia magna,INVERT,Mortality,1470.0,mg/L,A,LC50,96 hours,4,0,"Dowden, B. F., & Bennett, H. J. (1965). Toxicity of selected chemicals to certain animals. Journal (Water Pollution Control Federation), 1308-1316.",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/825901/property/IsomericSMILES/JSON
827430,"1H-Imidazole, 4-methyl-2-phenyl-;4-Methyl-2-phenyl-1H-imidazole",Oryzias latipes,FISH,Mortality,45.0,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/827430/property/IsomericSMILES/JSON
828002,"Dimethoxane;2,6-Dimethyl-1,3-dioxan-4-yl acetate",Rasbora heteromorpha,FISH,Mortality,44.0,mg/L,A,LC50,96 hours,4,0,"Tooby,T.E., P.A. Hursey, and J.S. Alabaster. The Acute Toxicity of 102 Pesticides and Miscellaneous Substances to Fish",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/828002/property/IsomericSMILES/JSON
831823,4-Phenoxyphenol;4-Phenoxyphenol,Pimephales promelas,FISH,Mortality,4.95,mg/L,A,LC50,96 hours,4,0,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund. Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/831823/property/IsomericSMILES/JSON
834128,"Ametryn;N~2~-Ethyl-6-(methylsulfanyl)-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",Leuciscus idus,FISH,Mortality,15.0,mg/L,A,LC50,96 hours,4,0,"Bathe,R., K. Sachsse, L. Ullmann, W.D. Hormann, F. Zak, and R. Hess. The Evaluation of Fish Toxicity in the Laboratory",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/834128/property/IsomericSMILES/JSON
841065,"Methoprotryne;N~2~-(3-Methoxypropyl)-6-(methylsulfanyl)-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",Ictalurus sp,FISH,Mortality,13.0,mg/L,A,LC50,96 hours,4,0,"Bathe,R., L. Ullmann, and K. Sachsse. Determination of Pesticide Toxicity to Fish",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/841065/property/IsomericSMILES/JSON
868779,2-Hydroxyethyl methacrylate;2-Hydroxyethyl 2-methylprop-2-enoate,Pimephales promelas,FISH,Mortality,227.0,mg/L,A,LC50,96 hours,4,0,"Geiger, D.L., S.H. Poirier, L.T. Brooke, and D.J. Call, 1986. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume III, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin-Superior, Superior, WI :328",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/868779/property/IsomericSMILES/JSON
872504,N-Methyl-2-pyrrolidone;1-Methylpyrrolidin-2-one,Lepomis macrochirus,FISH,Mortality,832.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/872504/property/IsomericSMILES/JSON
874420,"2,4-Dichlorobenzaldehyde;2,4-Dichlorobenzaldehyde",Pimephales promelas,FISH,Mortality,1.8,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/874420/property/IsomericSMILES/JSON
877430,"2,6-Dimethylquinoline;2,6-Dimethylquinoline",Jordanella floridae,FISH,Mortality,16.0,mg/L,A,LC50,96 hours,4,0,"Adema, D.M.M., J.H. Canton, W. Slooff, and A.O. Hanstveit, 1981. Research for a Useful Combination of Test Methods to Determine the Aquatic Toxicity of Environmentally Dangerous Chemicals (Consecutive System of, Rep.No.CL81/100, Natl.Inst.Public Health Environ.Hyg. :107 p. (DUT)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/877430/property/IsomericSMILES/JSON
882337,"Diphenyl disulfide;1,1'-Disulfanediyldibenzene",Oryzias latipes,FISH,Mortality,0.058,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/882337/property/IsomericSMILES/JSON
886500,"Terbutryn;N~2~-tert-Butyl-N~4~-ethyl-6-(methylsulfanyl)-1,3,5-triazine-2,4-diamine",Ameiurus melas,FISH,Mortality,3.0,mg/L,A,LC50,96 hours,4,0,"Bathe,R., K. Sachsse, L. Ullmann, W.D. Hormann, F. Zak, and R. Hess. The Evaluation of Fish Toxicity in the Laboratory",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/886500/property/IsomericSMILES/JSON
886862,Ethyl 3-aminobenzoate methanesulfonic acid salt;Methanesulfonic acid--ethyl 3-aminobenzoate (1/1),Morone saxatilis,FISH,Mortality,28.2,mg/L,A,LC50,96 hours,4,0,"Bills,T.D., L.L. Marking, and G.E. Howe, . Sensitivity of Juvenile Striped Bass to Chemicals Used in Aquaculture",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/886862/property/IsomericSMILES/JSON
900958,Triphenyltin acetate;(Acetyloxy)(triphenyl)stannane,Cyprinus carpio,FISH,Mortality,0.019,mg/L,A,LC50,96 hours,4,0,"Becker,E., . Ableitung von Qualitatszielen zum Schutz Oberirdischer Binnengewasser fur Organozinnverbindungen:  Dibutylzinnverbindungen, Tetrabutylzinn, Tributylzinnverbindungen, Triphenylzinnverbindungen",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/900958/property/IsomericSMILES/JSON
901440,"Ethanol, 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis-;2,2'-{Propane-2,2-diylbis[(4,1-phenylene)oxy]}di(ethan-1-ol)",Oryzias latipes,FISH,Mortality,21.0,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/901440/property/IsomericSMILES/JSON
924414,"1,5-Hexadien-3-ol;Hexa-1,5-dien-3-ol",Pimephales promelas,FISH,Mortality,38.1,mg/L,A,LC50,96 hours,4,0,"Veith, G.D., R.L. Lipnick, and C.L. Russom, 1989. The Toxicity of Acetylenic Alcohols to the Fathead Minnow, Pimephales promelas: Narcosis and Proelectrophile Activation, Xenobiotica 19(5):555-565",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/924414/property/IsomericSMILES/JSON
927742,3-Butyn-1-ol;But-3-yn-1-ol,Pimephales promelas,FISH,Mortality,36.1,mg/L,A,LC50,96 hours,4,0,"Veith, G.D., R.L. Lipnick, and C.L. Russom, 1989. The Toxicity of Acetylenic Alcohols to the Fathead Minnow, Pimephales promelas: Narcosis and Proelectrophile Activation, Xenobiotica 19(5):555-565",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/927742/property/IsomericSMILES/JSON
928972,(E)-3-Hexen-1-ol;(3E)-Hex-3-en-1-ol,Pimephales promelas,FISH,Mortality,271.0,mg/L,A,LC50,96 hours,4,0,"Geiger, D.L., D.J. Call, and L.T. Brooke, 1988. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas) Volume IV, Ctr.for Lake Superior Environ.Stud., Volume 4, Univ.of Wisconsin-Superior, Superior, WI :355",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/928972/property/IsomericSMILES/JSON
932161,2-Acetyl-1-methylpyrrole;1-(1-Methyl-1H-pyrrol-2-yl)ethan-1-one,Pimephales promelas,FISH,Mortality,157.0,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/932161/property/IsomericSMILES/JSON
935955,"2,3,5,6-Tetrachlorophenol;2,3,5,6-Tetrachlorophenol",Lepomis macrochirus,FISH,Mortality,0.17,mg/L,A,LC50,96 hours,4,0,"Buccafusco,R.J., S.J. Ells, and G.A. LeBlanc. Acute Toxicity of Priority Pollutants to Bluegill (Lepomis macrochirus)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/935955/property/IsomericSMILES/JSON
937202,"2,4'-Dichloroacetophenone;2-Chloro-1-(4-chlorophenyl)ethan-1-one",Pimephales promelas,FISH,Mortality,11.7,mg/L,A,LC50,96 hours,4,0,"Call,D.J., L.T. Brooke, and N. Ahmad. Estimates of  No Effect  Concentrations of Selected Pesticides in Freshwater Organisms",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/937202/property/IsomericSMILES/JSON
944229,Fonofos;O-Ethyl S-phenyl ethylphosphonodithioate,Lepomis macrochirus,FISH,Mortality,0.0053,mg/L,A,LC50,96 hours,4,0,"Fairchild, J.F., E.E. Little, and J.N. Huckins, 1992. Aquatic Hazard Assessment of the Organophosphate Insecticide Fonofos, Arch.Environ.Contam.Toxicol. 22(4):375-379",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/944229/property/IsomericSMILES/JSON
947046,Azacyclotridecan-2-one;1-Azacyclotridecan-2-one,Oryzias latipes,FISH,Mortality,55.0,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/947046/property/IsomericSMILES/JSON
950378,"Methidathion;S-[(5-Methoxy-2-oxo-1,3,4-thiadiazol-3(2H)-yl)methyl] O,O-dimethyl phosphorodithioate",Oncorhynchus mykiss,FISH,Mortality,0.08,mg/L,A,LC50,96 hours,4,0,"Bathe,R., K. Sachsse, L. Ullmann, W.D. Hormann, F. Zak, and R. Hess. The Evaluation of Fish Toxicity in the Laboratory",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/950378/property/IsomericSMILES/JSON
951428,"Bicyclo[2.2.1]heptane-2-carbonitrile, 5-chloro-6-[[[(methylamino)carbonyl]oxy]imino]-, (1R,2S,4S,5S)-rel-;(1R,2S,4S,5S)-5-Chloro-6-{[(methylcarbamoyl)oxy]imino}bicyclo[2.2.1]heptane-2-carbonitrile",Oncorhynchus mykiss,FISH,Mortality,11.0,mg/L,A,LC50,96 hours,4,0,"Cope, O. B. (1965). Sport fishery investigations. US. Fish Wildlife Serv. Circular, (226), 51-63.",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/951428/property/IsomericSMILES/JSON
953173,"Methyl trithion;S-{[(4-Chlorophenyl)sulfanyl]methyl} O,O-dimethyl phosphorodithioate",Micropterus salmoides,FISH,Mortality,0.61,mg/L,A,LC50,96 hours,4,0,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/953173/property/IsomericSMILES/JSON
955839,"2,5-Diphenylfuran;2,5-Diphenylfuran",Pimephales promelas,FISH,Mortality,0.05,mg/L,A,LC50,96 hours,4,0,"Geiger, D.L., C.E. Northcott, D.J. Call, and L.T. Brooke, 1985. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 2, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin-Superior, Superior, WI :326 p.",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/955839/property/IsomericSMILES/JSON
957517,"Diphenamid;N,N-Dimethyl-2,2-diphenylacetamide",Lepomis macrochirus,FISH,Mortality,75.0,mg/L,A,LC50,96 hours,4,0,"Cope, O. B. (1965). Sport fishery investigations. US. Fish Wildlife Serv. Circular, (226), 51-63.",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/957517/property/IsomericSMILES/JSON
959988,"Endosulfan I;(5aR,9R,9aS)-6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-3H-6,9-methano-3lambda~4~-2,4,3lambda~4~-benzodioxathiepin-3-one",Channa punctata,FISH,Mortality,0.00016,mg/L,A,LC50,96 hours,4,0,"Devi,A.P., D.M.R. Rao, K.S. Tilak, and A.S. Murty, . Relative Toxicity of the Technical Grade Material Isomers and Formulations of Endosulfan to the Fish Channa punctata",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/959988/property/IsomericSMILES/JSON
973217,"Dinobuton;2-(Butan-2-yl)-4,6-dinitrophenyl propan-2-yl carbonate",Lepomis macrochirus,FISH,Mortality,0.011,mg/L,A,LC50,96 hours,4,0,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/973217/property/IsomericSMILES/JSON
999611,2-Hydroxypropyl acrylate;2-Hydroxypropyl prop-2-enoate,Pimephales promelas,FISH,Mortality,3.1,mg/L,A,LC50,96 hours,4,0,"Russom,C.L., R.A. Drummond, and A.D. Hoffman. Acute Toxicity and Behavioral Effects of Acrylates and Methacrylates to Juvenile Fathead Minnows",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/999611/property/IsomericSMILES/JSON
1014693,"Desmetryn;N~2~-Methyl-6-(methylsulfanyl)-N~4~-(propan-2-yl)-1,3,5-triazine-2,4-diamine",Rasbora heteromorpha,FISH,Mortality,11.5,mg/L,A,LC50,96 hours,4,0,"Tooby,T.E., P.A. Hursey, and J.S. Alabaster. The Acute Toxicity of 102 Pesticides and Miscellaneous Substances to Fish",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1014693/property/IsomericSMILES/JSON
1014706,"Simetryn;N~2~,N~4~-Diethyl-6-(methylsulfanyl)-1,3,5-triazine-2,4-diamine",Lepomis macrochirus,FISH,Mortality,25.0,mg/L,A,LC50,96 hours,4,0,"Bathe,R., L. Ullmann, and K. Sachsse. Determination of Pesticide Toxicity to Fish",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1014706/property/IsomericSMILES/JSON
1024573,"Heptachlor epoxide;2,3,4,5,6,7,7-Heptachloro-1b,2,5,5a,6,6a-hexahydro-1aH-2,5-methanoindeno[1,2-b]oxirene",Lepomis macrochirus,FISH,Mortality,0.0053,mg/L,A,LC50,96 hours,4,0,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1024573/property/IsomericSMILES/JSON
1031078,"Endosulfan sulfate;6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-3H-6,9-methano-3lambda~6~-2,4,3lambda~6~-benzodioxathiepine-3,3-dione",Oncorhynchus mykiss,FISH,Mortality,0.0014,mg/L,A,LC50,96 hours,4,0,"Wan,M.T., J.N. Kuo, C. Buday, G. Schroeder, G. Van Aggelen, and J. Pasternak, . Toxicity of alpha-, beta-, (alpha+beta)-Endosulfan and Their Formulated and Degradation Products to Daphnia magna, Hyalella azteca, Oncorhynchus mykiss, Oncorhynchus kisutch,",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1031078/property/IsomericSMILES/JSON
1071836,Glyphosate;N-(Phosphonomethyl)glycine,Salmo trutta,FISH,Mortality,5.4,mg/L,A,LC50,96 hours,4,0,"Aanes,K.J., . Some Pesticides Used in Norwegian Agriculture and Their Environmental Effects on Common Inhabitants in Freshwater Ecosystems. Tolerance Limits - Acute and Chronic Effects",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1071836/property/IsomericSMILES/JSON
1096840,"1,1-Methylenedi-2-naphthol;1,1'-Methylenedi(naphthalen-2-ol)",Ptychocheilus oregonensis,FISH,Mortality,0.009,mg/L,A,LC50,96 hours,4,0,"Beleau,M.H., and J.A. Bartosz, . Colorado River Fisheries Project Acute Toxicity of Selected Chemicals:  Data Base",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1096840/property/IsomericSMILES/JSON
1111677,Copper thiocyanate;Copper(1+) thiocyanate,Oncorhynchus mykiss,FISH,Mortality,0.031,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1111677/property/IsomericSMILES/JSON
1112385,"O,O-Dimethylthiophosphate;O,O-Dimethyl hydrogen phosphorothioate",Pimephales promelas,FISH,Mortality,42.5,mg/L,A,LC50,96 hours,4,0,"Bender, M.E., 1969. The Toxicity of the Hydrolysis and Breakdown Products of Malathion to the Fathead Minnow (Pimephales promelas, Rafinesque), Water Res. 3(8):571-582 (Author Communication Used)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1112385/property/IsomericSMILES/JSON
1113026,"Omethoate;O,O-Dimethyl S-[2-(methylamino)-2-oxoethyl] phosphorothioate",Oryzias latipes,FISH,Mortality,139.0,mg/L,A,LC50,96 hours,4,0,"Canton, J.H., R.C.C. Wegman, A. Van Oers, A.H.M. Tammer, E.A.M. Mathijssen-Spiekman, and H.H. Van den Broek, 1980. Environmental Toxicological Research with Dimethoate and Omethoate, Rep.No.121/80, Natl.Inst.Public Health Environ.Hyg. :6 p.(DUT)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1113026/property/IsomericSMILES/JSON
1114712,Pebulate;S-Propyl butyl(ethyl)carbamothioate,Gambusia affinis,FISH,Mortality,10.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/1114712/property/IsomericSMILES/JSON
