CAS,Chemical name,Latin name,Trophic Level,Effect,Effect value,Unit,Test type,Test statistic,Duration,Duration (days),Effect is 5X above water solubility,Source,version,SMILES
110974,"Diisopropanolamine;1,1'-Azanediyldi(propan-2-ol)",Leuciscus idus,FISH,Mortality,1470.0,mg/L,A,LC50,96 hours,4,0,"1987. Report on the study of the acute toxicity on the golden  orfe (Leuciscus idus L., golden variety) of Diisopropanolamin",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/110974/property/IsomericSMILES/JSON
111137,2-Octanone;Octan-2-one,Pimephales promelas,FISH,Mortality,45.9,mg/L,A,LC50,96 hours,4,0,"Broderius, S., and M. Kahl, 1985. Acute Toxicity of Organic Chemical Mixtures to the Fathead Minnow, Aquat.Toxicol. 6:302-322 (Author Communication Used)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111137/property/IsomericSMILES/JSON
111148,Heptanoic acid;Heptanoic acid,Oryzias latipes,FISH,Mortality,75.0,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111148/property/IsomericSMILES/JSON
111159,2-Ethoxyethyl acetate;2-Ethoxyethyl acetate,Lepomis macrochirus,FISH,Mortality,41.0,mg/L,A,LC50,96 hours,4,0,"Bailey,H.C., D.H.W. Liu, and H.A. Javitz. Time/Toxicity Relationships in Short-Term Static, Dynamic, and Plug-Flow Bioassays",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111159/property/IsomericSMILES/JSON
111262,Hexylamine;Hexan-1-amine,Pimephales promelas,FISH,Mortality,56.6,mg/L,A,LC50,96 hours,4,0,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund. Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111262/property/IsomericSMILES/JSON
111273,1-Hexanol;Hexan-1-ol,Pimephales promelas,FISH,Mortality,126.0,mg/L,A,LC50,96 hours,4,0,"Broderius, S., and M. Kahl, 1985. Acute Toxicity of Organic Chemical Mixtures to the Fathead Minnow, Aquat.Toxicol. 6:302-322 (Author Communication Used)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111273/property/IsomericSMILES/JSON
111308,Glutaraldehyde;Pentanedial,Oncorhynchus mykiss,FISH,Mortality,10.0,mg/L,A,LC50,96 hours,4,0,1981. Acute toxicity of Glutaraldehyde 50% to rainbow trout (Salmo gairdneri),EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111308/property/IsomericSMILES/JSON
111319,1-Hexanethiol;Hexane-1-thiol,Pimephales promelas,FISH,Mortality,0.4,mg/L,A,LC50,96 hours,4,0,"Barnidge,D., D. Brooke, G. Elonen, T. Goldenstein, M. Hoglund, M. Kahl, G. Mielke, and A. Puglisi, . Toxicity of Data Gap Compounds to Fathead Minnows (Pimephales promelas) and Daphnids (Daphnia magna)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111319/property/IsomericSMILES/JSON
111400,"Diethylenetriamine;N~1~-(2-Aminoethyl)ethane-1,2-diamine",Poecilia reticulata,FISH,Mortality,1010.0,mg/L,A,LC50,96 hours,4,0,"Van Wijk, R.J., J.F. Postma, and H. Van Houwelingen, 1994. Joint Toxicity of Ethyleneamines to Algae, Daphnids and Fish, Environ.Toxicol.Chem. 13(1):167-171",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111400/property/IsomericSMILES/JSON
111422,"Diethanolamine;2,2'-Azanediyldi(ethan-1-ol)",Pimephales promelas,FISH,Mortality,1480.0,mg/L,A,LC50,96 hours,4,0,"Mayes, M.A., H.C. Alexander, and D.C. Dill, 1983. A Study to Assess the Influence of Age on the Response of Fathead Minnows in Static Acute Toxicity Tests, Bull.Environ.Contam.Toxicol. 31(2):139-147",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111422/property/IsomericSMILES/JSON
111444,Bis(2-chloroethyl) ether;1-Chloro-2-(2-chloroethoxy)ethane,Lepomis macrochirus,FISH,Mortality,600.0,mg/L,A,LC50,96 hours,4,0,"Buccafusco,R.J., S.J. Ells, and G.A. LeBlanc. Acute Toxicity of Priority Pollutants to Bluegill (Lepomis macrochirus)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111444/property/IsomericSMILES/JSON
111477,Propyl sulfide;1-(Propylsulfanyl)propane,Pimephales promelas,FISH,Mortality,21.7,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111477/property/IsomericSMILES/JSON
111557,"1,2-Ethanediol diacetate;Ethane-1,2-diyl diacetate",Lepomis macrochirus,FISH,Mortality,90.0,mg/L,A,LC50,96 hours,4,0,"Dawson,G.W., A.L. Jennings, D. Drozdowski, and E. Rider. The Acute Toxicity of 47 Industrial Chemicals to Fresh and Saltwater Fishes",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111557/property/IsomericSMILES/JSON
111659,Octane;Octane,Oryzias latipes,FISH,Mortality,0.42,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111659/property/IsomericSMILES/JSON
111660,1-Octene;Oct-1-ene,Danio rerio,FISH,Mortality,4.8,mg/L,A,LC50,96 hours,4,0,"Adema,D.M.M., . Aquatic Toxicity of Compounds that may be Carried by Ships (Marpol 19733 Annex II).  A Progress Report for 1985",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111660/property/IsomericSMILES/JSON
111682,Heptylamine;Heptan-1-amine,Pimephales promelas,FISH,Mortality,21.8,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111682/property/IsomericSMILES/JSON
111693,Hexanedinitrile;Hexanedinitrile,Pimephales promelas,FISH,Mortality,1930.0,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111693/property/IsomericSMILES/JSON
111706,1-Heptanol;Heptan-1-ol,Alburnus alburnus,FISH,Mortality,45.0,mg/L,A,LC50,96 hours,4,0,"Bengtsson,B.E., L. Renberg, and M. Tarkpea. Molecular Structure and Aquatic Toxicity - an Example with C1-C13 Aliphatic Alcohols",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111706/property/IsomericSMILES/JSON
111762,2-Butoxyethanol;2-Butoxyethan-1-ol,Menidia sp,FISH,Mortality,1250.0,mg/L,A,LC50,96 hours,4,0,1975. The acute toxicity of 47 industrial chemicals to fresh and salt water fishes,EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111762/property/IsomericSMILES/JSON
111773,Diethylene glycol monomethyl ether;2-(2-Methoxyethoxy)ethan-1-ol,Lepomis macrochirus,FISH,Mortality,7500.0,mg/L,A,LC50,96 hours,4,0,"Dawson,G.W., A.L. Jennings, D. Drozdowski, and E. Rider. The Acute Toxicity of 47 Industrial Chemicals to Fresh and Saltwater Fishes",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111773/property/IsomericSMILES/JSON
111853,1-Chlorooctane;1-Chlorooctane,Oryzias latipes,FISH,Mortality,0.62,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111853/property/IsomericSMILES/JSON
111875,1-Octanol;Octan-1-ol,Pimephales promelas,FISH,Mortality,13.1,mg/L,A,LC50,96 hours,4,0,"Broderius, S., and M. Kahl, 1985. Acute Toxicity of Organic Chemical Mixtures to the Fathead Minnow, Aquat.Toxicol. 6:302-322 (Author Communication Used)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111875/property/IsomericSMILES/JSON
111886,1-Octanethiol;Octane-1-thiol,Oryzias latipes,FISH,Mortality,0.326,mg/L,A,LC50,96 hours,4,0,"2004. Acute and Chronic eco-toxicity test of octane-1-thiol to a freshwater alga, daphnids and fish (unpublished data).",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111886/property/IsomericSMILES/JSON
111900,2-(2-Ethoxyethoxy)ethanol;2-(2-Ethoxyethoxy)ethan-1-ol,Pimephales promelas,FISH,Mortality,11800.0,mg/L,A,LC50,96 hours,4,0,"Bottger,A.. Belastung der Anwohner von Chemisch-Reinigungsanlegen durch Tetrachlorethylen",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111900/property/IsomericSMILES/JSON
111922,N-Butyl-1-butanamine;N-Butylbutan-1-amine,Oncorhynchus mykiss,FISH,Mortality,37.0,mg/L,A,LC50,96 hours,4,0,"Calamari,D., R. Da Gasso, S. Galassi, A. Provini, and M. Vighi. Biodegradation and Toxicity of Selected Amines on Aquatic Organisms",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/111922/property/IsomericSMILES/JSON
112050,Nonanoic acid;Nonanoic acid,Pimephales promelas,FISH,Mortality,104.0,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., D.J. Call, D.L. Geiger, and C.E. Northcott. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 1",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112050/property/IsomericSMILES/JSON
112129,2-Undecanone;Undecan-2-one,Lepomis macrochirus,FISH,Mortality,2.1,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112129/property/IsomericSMILES/JSON
112276,"Triethylene glycol;2,2'-[Ethane-1,2-diylbis(oxy)]di(ethan-1-ol)",Pimephales promelas,FISH,Mortality,92500.0,mg/L,A,LC50,96 hours,4,0,"Cardwell, R.D., D.G. Foreman, T.R. Payne, and D.J. Wilbur, 1978. Acute and Chronic Toxicity of Four Organic Chemicals to Fish, U.S.EPA, Environ.Res.Lab., Duluth, MN; Contract 68-01-0711 (Unpublished):26 p.",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112276/property/IsomericSMILES/JSON
112301,1-Decanol;Decan-1-ol,Nitocra spinipes,INVERT,Mortality,3.1,mg/L,A,LC50,96 hours,4,0,1984. Molecular structure and aquatic toxicity - An example with C1-C13 aliphatic alcohols.,EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112301/property/IsomericSMILES/JSON
112345,2-(2-Butoxyethoxy)ethanol;2-(2-Butoxyethoxy)ethan-1-ol,Lepomis macrochirus,FISH,Mortality,1300.0,mg/L,A,LC50,96 hours,4,0,"Dawson,G.W., A.L. Jennings, D. Drozdowski, and E. Rider. The Acute Toxicity of 47 Industrial Chemicals to Fresh and Saltwater Fishes",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112345/property/IsomericSMILES/JSON
112414,1-Dodecene;Dodec-1-ene,Oryzias latipes,FISH,Mortality,2.6,mg/L,A,LC50,96 hours,4,1,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112414/property/IsomericSMILES/JSON
112561,2-(2-Butoxyethoxy)ethyl thiocyanate;2-(2-Butoxyethoxy)ethyl thiocyanate,Oncorhynchus clarkii,FISH,Mortality,6.5,mg/L,A,LC50,96 hours,4,0,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112561/property/IsomericSMILES/JSON
112709,1-Tridecanol;Tridecan-1-ol,Oryzias latipes,FISH,Mortality,1.7,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112709/property/IsomericSMILES/JSON
112801,Oleic acid;(9Z)-Octadec-9-enoic acid,Pimephales promelas,FISH,Mortality,205.0,mg/L,A,LC50,96 hours,4,1,"Eldred, D.V., Weikel C.L., Jurs P.C., and Kaiser K.L.E., 1999. Prediction of fathead minnow acute toxicity of organic compounds from molecular structure.",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/112801/property/IsomericSMILES/JSON
113484,"MGK-264;2-(2-Ethylhexyl)-3a,4,7,7a-tetrahydro-1H-4,7-methanoisoindole-1,3(2H)-dione",Oryzias latipes,FISH,Mortality,2.0,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/113484/property/IsomericSMILES/JSON
114078,"Erythromycin;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy}-14-ethyl-7,12,13-trihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy}-3,_x000D__x000D_
5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione (non-preferred name)",Morone saxatilis,FISH,Mortality,349.0,mg/L,A,LC50,96 hours,4,1,"Bills,T.D., L.L. Marking, and G.E. Howe, . Sensitivity of Juvenile Striped Bass to Chemicals Used in Aquaculture",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/114078/property/IsomericSMILES/JSON
114261,Propoxur;2-[(Propan-2-yl)oxy]phenyl methylcarbamate,Poecilia reticulata,FISH,Mortality,1.4,mg/L,A,LC50,96 hours,4,0,"Bogacka, T., and J. Groba, 1980. Toxicity and Biodegradation of Chlorfenvinphos, Carbaryl, and Propoxur in Water Environment, Bromatol.Chem.Toksykol. 13(2):151-158 (POL) (ENG ABS)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/114261/property/IsomericSMILES/JSON
115093,Methylmercuric(II) chloride;Chlorido(methyl)mercury,Mystus vittatus,FISH,Mortality,0.35,mg/L,A,LC50,96 hours,4,0,"Dutt,D., and A.K. Sharma, . Toxicity and Respiratory Effects of Mercuric Chloride(HgCl2) and Methyl Mercuric Chloride(CH3HgCl) on Catfish, Mystus vittatus",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/115093/property/IsomericSMILES/JSON
115195,2-Methyl-3-butyn-2-ol;2-Methylbut-3-yn-2-ol,Pimephales promelas,FISH,Mortality,3290.0,mg/L,A,LC50,96 hours,4,0,"Veith, G.D., R.L. Lipnick, and C.L. Russom, 1989. The Toxicity of Acetylenic Alcohols to the Fathead Minnow, Pimephales promelas: Narcosis and Proelectrophile Activation, Xenobiotica 19(5):555-565",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/115195/property/IsomericSMILES/JSON
115208,"2,2,2-Trichloroethanol;2,2,2-Trichloroethan-1-ol",Pimephales promelas,FISH,Mortality,173.0,mg/L,A,LC50,96 hours,4,0,"Bottger,A.. Belastung der Anwohner von Chemisch-Reinigungsanlegen durch Tetrachlorethylen",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/115208/property/IsomericSMILES/JSON
115297,"Endosulfan;6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-3H-6,9-methano-3lambda~4~-2,4,3lambda~4~-benzodioxathiepin-3-one",Salmo trutta,FISH,Mortality,0.0018,mg/L,A,LC50,96 hours,4,0,"Aanes,K.J., . Some Pesticides Used in Norwegian Agriculture and Their Environmental Effects on Common Inhabitants in Freshwater Ecosystems. Tolerance Limits - Acute and Chronic Effects",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/115297/property/IsomericSMILES/JSON
115311,"Thanite;(1R,2R,4R)-1,7,7-Trimethylbicyclo[2.2.1]heptan-2-yl (thiocyanato)acetate",Salvelinus namaycush,FISH,Mortality,0.109,mg/L,A,LC50,96 hours,4,0,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/115311/property/IsomericSMILES/JSON
115322,"Dicofol;2,2,2-Trichloro-1,1-bis(4-chlorophenyl)ethan-1-ol",Ictalurus punctatus,FISH,Mortality,0.3,mg/L,A,LC50,96 hours,4,0,"Mayer,F.L.,Jr.. Pesticides as Pollutants",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/115322/property/IsomericSMILES/JSON
115866,Triphenyl phosphate;Triphenyl phosphate,Pimephales promelas,FISH,Mortality,0.66,mg/L,A,LC50,96 hours,4,0,1981. Phosphate Ester Hydraulic Fluids: An Aquatic Environmental Assessment of  Pydrauls 50E and 115E.,EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/115866/property/IsomericSMILES/JSON
115902,"Fensulfothion;O,O-Diethyl O-[4-(methanesulfinyl)phenyl] phosphorothioate",Pimephales promelas,FISH,Mortality,43.1,mg/L,A,LC50,96 hours,4,0,"Call,D.J., S.H. Poirier, C.A. Lindberg, S.L. Harting, T.P. Markee, L.T. Brooke, N. Zarvan, and C.E. Northcott, . Toxicity of Selected Uncoupling and Acetylcholinesterase-Inhibiting Pesticides to the Fathead Minnow (Pimephales promelas)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/115902/property/IsomericSMILES/JSON
116063,"Aldicarb;7,7-Dimethyl-4-oxa-8-thia-2,5-diazanon-5-en-3-one",Carassius auratus,FISH,Mortality,7.4,mg/L,A,LC50,96 hours,4,0,"Chen, X., and A. Sun, 1986. Toxicity Test of Aldicarb on Garassius anralus L, C.A.Sel.-Environ.Pollut.25:105-204415K / Huanjing Kexue 7(3):26-28 (CHI)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/116063/property/IsomericSMILES/JSON
116290,"Tetradifon;1,2,4-Trichloro-5-(4-chlorobenzene-1-sulfonyl)benzene",Lepomis macrochirus,FISH,Mortality,0.88,mg/L,A,LC50,96 hours,4,1,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/116290/property/IsomericSMILES/JSON
117806,"Dichlone;2,3-Dichloronaphthalene-1,4-dione",Lepomis macrochirus,FISH,Mortality,0.148,mg/L,A,LC50,96 hours,4,0,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/117806/property/IsomericSMILES/JSON
117817,"Di(2-ethylhexyl) phthalate;Bis(2-ethylhexyl) benzene-1,2-dicarboxylate",Pimephales promelas,FISH,Mortality,1110.0,mg/L,A,LC50,96 hours,4,1,"Birge,W.J., J.A. Black, S.T. Ballard, and W.E. McDonnell. Acute Toxicity Testing with Freshwater Fish",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/117817/property/IsomericSMILES/JSON
118525,"1,3-Dichloro-5,5-dimethylhydantoin;1,3-Dichloro-5,5-dimethylimidazolidine-2,4-dione",Oncorhynchus mykiss,FISH,Mortality,0.91,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118525/property/IsomericSMILES/JSON
118616,Ethyl salicylate;Ethyl 2-hydroxybenzoate,Pimephales promelas,FISH,Mortality,19.8,mg/L,A,LC50,96 hours,4,0,"Geiger, D.L., C.E. Northcott, D.J. Call, and L.T. Brooke, 1985. Acute Toxicities of Organic Chemicals to Fathead Minnows (Pimephales promelas), Vol. 2, Ctr.for Lake Superior Environ.Stud., Univ.of Wisconsin-Superior, Superior, WI :326 p.",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118616/property/IsomericSMILES/JSON
118694,"2,6-Dichlorotoluene;1,3-Dichloro-2-methylbenzene",Oryzias latipes,FISH,Mortality,2.3,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118694/property/IsomericSMILES/JSON
118741,Hexachlorobenzene,Lepomis macrochirus,FISH,Mortality,12.0,mg/L,A,LC50,96 hours,4,1,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118741/property/IsomericSMILES/JSON
118752,"Chloranil;2,3,5,6-Tetrachlorocyclohexa-2,5-diene-1,4-dione",Pimephales promelas,FISH,Mortality,0.01,mg/L,A,LC50,96 hours,4,0,"Barnhart,E.L., and G.R. Campbell, . The Effect of Chlorination on Selected Organic Chemicals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118752/property/IsomericSMILES/JSON
118796,"2,4,6-Tribromophenol;2,4,6-Tribromophenol",Pimephales promelas,FISH,Mortality,6.25,mg/L,A,LC50,96 hours,4,0,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund. Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118796/property/IsomericSMILES/JSON
118934,2-Hydroxyacetophenone;1-(2-Hydroxyphenyl)ethan-1-one,Lepomis macrochirus,FISH,Mortality,115.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118934/property/IsomericSMILES/JSON
118956,"Isopropyl-4,6-dinitrophenol;2,4-Dinitro-6-(propan-2-yl)phenol",Cyprinus carpio,FISH,Mortality,0.24,mg/L,A,LC50,96 hours,4,0,"Knapek, R., and S. Lakota, 1974. Biological Testing to Determine Toxic Effects of Pesticides in Water. (Einige Biotests zur Untersuchung der Toxischen Wirkung von Pestiziden im Wasser), Tagungsber.Akad.Landwirtschaftswiss.D.D.R. 126:105-109 (GER) (ENG ABS) (1977) (Author Communication Used)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118956/property/IsomericSMILES/JSON
118967,"2,4,6-Trinitrotoluene;2-Methyl-1,3,5-trinitrobenzene",Pimephales promelas,FISH,Mortality,3.1,mg/L,A,LC50,96 hours,4,0,"Bailey,H.C., and D.H.W. Liu, . Lumbriculus variegatus, a Benthic Oligochaete, as a Bioassay Organism",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/118967/property/IsomericSMILES/JSON
