SMILES_curated,CAS,logC50,n_measurements
CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,125116-23-6,0.5185139398778874,1
CC1(C)CN=C(NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,67485-29-4,-1.154901959985743,1
CC1(C)COCN1,51200-87-4,1.7708520116421442,1
CC1(C)CON(Cc2ccccc2Cl)C1=O,81777-89-1,1.2787536009528289,1
CC1(C)OCC(CO)O1,100-79-8,4.222716471147583,1
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2Br,10293-06-8,1.8356905714924256,1
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](OC(=O)CSC#N)C2,115-31-1,-0.9625735020593764,1
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,464-45-9,1.8312296938670631,1
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,131807-57-3,-1.9208187539523751,1
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,5259-88-1,1.2988530764097066,1
CC1=C(C(=O)Nc2ccccc2)SCCO1,5234-68-4,0.0791812460476248,1
CC1=CC(=O)CC(C)(C)C1,78-59-1,2.146128035678238,1
CC1=CC(=O)c2ccccc2C1=O,58-27-5,-0.958607314841775,1
CC1=CC=C(C(C)C)CC1,99-86-5,0.4983105537896005,1
CC1=CCC(=C(C)C)CC1,586-62-9,0.08278537031645,1
CC1=CCC(C(C)(C)O)CC1,98-55-5,0.7993405494535817,1
CC1=CCC2CC1C2(C)C,80-56-8,0.7226339225338123,1
CC1=CC[C@@H]2C[C@H]1C2(C)C,7785-70-8,-0.5528419686577808,1
CC1CC(CC2CCC(N)C(C)C2)CCC1N,6864-37-5,1.3424226808222062,1
CC1CCC(C(C)C)CC1,99-82-1,-0.721246399047171,1
CC1CCCC(C)C1,591-21-9,0.99563519459755,1
CC1CCCCC1,108-87-2,2.255272505103306,1
CC1CCCCC1NC(=O)Nc1ccccc1,1982-49-6,0.9084850188786496,1
CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,3478-94-2,0.3010299956639812,1
CC1CCOB(OCCC(C)OB2OCCC(C)O2)O1,2665-13-6,1.8512583487190752,1
CC1CO1,75-56-9,2.1492191126553797,1
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,119446-68-3,-0.0915149811213502,1
CC1Cc2c3c(c4c(c2S(=O)(=O)O1)C1(CC1C)C4C)CC3C,11067-81-5,1.255272505103306,1
CC1OC(C)OC(C)OC(C)O1,108-62-3,2.1760912590556813,1
CC=C1CC2C=CC1C2,16219-75-3,0.8450980400142568,1
CC=CC=CC,592-46-1,1.3138672203691537,1
CC=CC=CC(=O)O,110-44-1,1.8750612633917,1
CC=O,75-07-0,1.7242758696007892,1
CCC(=NOC/C=C/Cl)C1C(=O)CC(C2CCOCC2)CC1=O,149979-41-9,0.6483600109809317,1
CCC(=O)CC,96-22-0,3.187520720836463,1
CCC(=O)Nc1ccc(Cl)c(Cl)c1,709-98-8,-0.3665315444204134,1
CCC(=O)O,79-09-4,2.8682380910138483,2
CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],8027-00-7,-1.853871964321762,1
CCC(C)(C)c1ccc(O)cc1,80-46-6,0.4132997640812518,1
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,156052-68-5,-0.8068754016455384,1
CCC(C)=NO,96-29-7,2.9258275746247424,1
CCC(C)=O,78-93-3,3.507855871695831,1
CCC(C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OCC[C@@]54O)[C@H]4[C@]1(CO[C@]4(O)C(=O)OC)[C@@H]32,108168-76-9,1.568201724066995,1
CCC(C)N,13952-84-6,2.439332693830263,1
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],33629-47-9,-0.431798275933005,1
CCC(C)OC(=S)S,36551-21-0,2.220108088040055,1
CCC(C)SP(=O)(O)SC(C)CC,52797-94-1,2.7781512503836434,1
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,88-85-7,-0.1549019599857432,1
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,485-31-4,-1.3665315444204136,1
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,973-21-7,-1.958607314841775,1
CCC(C)c1ccc(O)cc1,99-71-8,0.414973347970818,1
CCC(C)c1cccc(C(C)CC)c1O,5510-99-6,-0.8239087409443188,1
CCC(C)c1cccc(OC(=O)N(C)Sc2ccccc2)c1,25474-41-3,-2.154901959985743,1
CCC(C)c1ccccc1OC(=O)NC,3766-81-2,0.167317334748176,1
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,314-40-9,2.5401364237353574,2
CCC(CC)C(=O)O,88-09-5,1.9294189257142929,1
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,95-08-9,0.9731278535996988,1
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],40487-42-1,-0.8601209135987634,1
CCC(CN1CCOCC1)[N+](=O)[O-],2224-44-4,-0.1249387366082999,1
CCC(Cl)Cl,78-99-9,1.9912260756924949,1
CCC(O)C(C)CO,149-31-5,4.049218022670182,1
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,50-06-6,2.6857417386022635,1
CCC12COCN1COC2,7747-35-5,2.113943352306837,1
CCC1CCC(CCC(=O)O)C1,61790-13-4,1.6989700043360187,1
CCC1CCCCC1,1678-91-7,-0.1249387366082999,1
CCC1COC(=O)O1,4437-85-8,2.6627578316815743,1
CCC=O,123-38-6,2.113943352306837,1
CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,74051-80-2,0.0791812460476248,1
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,126-22-7,1.255272505103306,1
CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,3861-41-4,-1.537602002101044,1
CCCC(C)c1cccc(OC(=O)NC)c1,2282-34-0,-0.5316526695878427,1
CCCC/C=C/CC/C=C\CCCCCCOC(C)=O,53042-79-8,1.9772662124272928,1
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,60207-90-1,0.255272505103306,1
CCCC=O,123-72-8,1.1271047983648077,1
CCCCC(=O)CCCC,502-56-7,1.4913616938342726,1
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,88671-89-0,0.380211241711606,1
CCCCC(C)O,626-93-7,2.531478917042255,1
CCCCC(CC)C(=O)O,136-53-8,-0.3565473235138126,1
CCCCC(CC)C(=O)OOC(C)(C)C,3006-82-4,0.6627578316815741,1
CCCCC(CC)CO,104-76-7,1.505149978319906,1
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,577-11-7,1.8325089127062364,1
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,1928-43-4,1.7075701760979365,1
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,117-81-7,3.0453229787866576,1
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,298-07-7,4.531478917042255,1
CCCCC(CC)Cn1c(O)c2c(c1O)[C@H]1C=C[C@@H]2C1,113-48-4,0.3010299956639812,1
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,79983-71-4,0.5797835966168101,1
CCCCC=CCCCCCCO,20056-92-2,0.4471580313422192,1
CCCCC=O,110-62-3,1.1139433523068367,1
CCCCCC,110-54-3,2.05307844348342,1
CCCCCC(=O)O,142-62-1,2.505149978319906,1
CCCCCC(=O)OCC,123-66-0,0.9513375187959175,1
CCCCCC(C)(CC)C(=O)NC,105726-67-8,1.8573324964312683,1
CCCCCC(C=O)=Cc1ccccc1,122-40-7,-0.0409586076789063,1
CCCCCC1OC1C/C=C\CCCCCCCC(=O)O,1929-77-7,0.3979400086720376,1
CCCCCC=O,66-25-1,1.146128035678238,1
CCCCCCC,142-82-5,2.574031267727719,1
CCCCCCC(=O)O,111-14-8,1.8750612633917,1
CCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,56634-95-8,-1.537602002101044,1
CCCCCCC(C)=O,111-13-7,1.6618126855372612,1
CCCCCCC(C)N,693-16-3,0.7084209001347128,1
CCCCCCC(C)OC(=O)C(C)Oc1ccc(Cl)cc1Cl,28631-35-8,1.6232492903979006,1
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,81406-37-3,1.2787536009528289,1
CCCCCCC1C(=O)O[C@H](C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,1397-94-0,-4.376750709602099,1
CCCCCCCC,111-65-9,-0.3767507096020995,1
CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,1689-99-2,-1.3767507096020994,1
CCCCCCCC/C=C\CCCCCCCC(=O)N(CCO)CCO,93-83-4,0.1760912590556812,1
CCCCCCCC/C=C\CCCCCCCC(=O)O,112-80-1,1.3617278360175928,3
CCCCCCCC/C=C\CCCCCCCCNCCCN,2212-59-1,-0.5086383061657274,1
CCCCCCCCC#N,2243-27-8,0.6910814921229684,1
CCCCCCCCC(=O)O,112-05-0,2.0170333392987803,1
CCCCCCCCC(C)=O,693-54-9,0.6127838567197355,1
CCCCCCCCC(Cl)C(Cl)CCCCCCCC(=O)O,5829-48-1,0.3979400086720376,1
CCCCCCCCC=CCCCCCCCC[N+](C)(C)CC,6458-13-5,-0.2076083105017461,1
CCCCCCCCCC(=O)N(C)C,14433-76-2,1.3222192947339193,1
CCCCCCCCCC(C)=O,112-12-9,0.3222192947339193,1
CCCCCCCCCC/C=C/c1cc(O)oc1O,25377-73-5,0.5797835966168101,1
CCCCCCCCCCC(C)c1ccc(S(=O)(=O)O)cc1,42615-29-2,0.2304489213782739,1
CCCCCCCCCCC=Cc1c(OC(C)=O)c(O)c2ccccc2c1O,57960-19-7,1.8129133566428557,1
CCCCCCCCCCCC,1399-80-0,0.0791812460476248,1
CCCCCCCCCCCC#N,2437-25-4,-0.3665315444204134,1
CCCCCCCCCCCC(=O)O,143-07-7,1.1215190243431472,2
CCCCCCCCCCCC(=O)OCCO,9004-81-3,2.0791812460476247,1
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)O,4016-24-4,0.1760912590556812,1
CCCCCCCCCCCCCCCCCCN(C)C,124-28-7,-1.1023729087095586,1
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,107-64-2,1.1205739312058498,1
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCC[Si](OC)(OC)OC,27668-52-6,-0.2924298239020636,1
CCCCCCCCCCCCCCCC[N+](C)(C)C,57-09-0,-0.5528419686577808,1
CCCCCCCCCCCCCCCC[n+]1ccccc1,123-03-5,0.40729025800515933,2
CCCCCCCCCCCCCCCS(=O)(=O)O,5896-54-8,0.8419848045901139,1
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,81741-28-8,-1.2321023839819094,1
CCCCCCCCCCCCCO,112-70-9,0.2304489213782739,1
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,8001-54-5,0.1139433523068367,1
CCCCCCCCCCCCN(CCCN)CCCN,2372-82-9,-0.3467874862246563,1
CCCCCCCCCCCCOS(=O)(=O)O,151-21-3,1.3961993470957363,1
CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,1330-69-4,0.5037906830571811,1
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],683-10-3,0.146128035678238,1
CCCCCCCCCCCC[N+](C)(C)[O-],1643-20-5,1.4771212547196624,1
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,11067-82-6,1.3579348470004535,1
CCCCCCCCCCCCc1ccccc1S(=O)(=O)O,25155-30-0,0.505149978319906,1
CCCCCCCCCCCOCCO,34398-01-1,0.5910646070264992,1
CCCCCCCCCCN,2016-57-1,0.0170333392987803,1
CCCCCCCCCCSCCN,36362-09-1,-0.958607314841775,1
CCCCCCCCCC[N+](C)(C)CCCCCCC(C)C,138698-36-9,-0.0705810742857072,1
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,7173-51-5,-0.4193309750707285,2
CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,68959-20-6,0.2430380486862944,1
CCCCCCCCCCc1ccc(N)cc1,37529-30-9,-1.2041199826559248,1
CCCCCCCCCc1ccc(O)cc1,104-40-5,-0.638272163982407,1
CCCCCCCCCc1ccc(OCCOCCO)cc1,9016-45-9,0.6989700043360189,1
CCCCCCCCCc1ccc2c(S(=O)(=O)O)cc(CCCCCCCCC)cc2c1,67487-87-0,3.0,1
CCCCCCCCCc1ccccc1O,25154-52-3,-0.8927900303521317,1
CCCCCCCCCc1ccccc1Oc1ccccc1CCCCCCCCC,9014-90-8,1.3979400086720375,1
CCCCCCCCCl,111-85-3,-0.2076083105017461,1
CCCCCCCCO,111-87-5,1.1172712956557642,1
CCCCCCCCOC(=O)C(C)O,5464-71-1,1.380211241711606,1
CCCCCCCCS,111-88-6,-0.4867823999320609,1
CCCCCCCCSCCO,3547-33-9,0.4471580313422192,1
CCCCCCCC[N+](C)(C)CCCCCCCC,5538-94-3,-0.1549019599857432,1
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,5137-55-3,2.0086001717619175,1
CCCCCCCCc1ccc(N)cc1,16245-79-7,-0.9208187539523752,1
CCCCCCCCc1ccc(O)cc1,1806-26-4,-1.055517327849831,1
CCCCCCCCn1sc(Cl)c(Cl)c1=O,64359-81-5,-2.5686362358410126,1
CCCCCCCCn1sccc1=O,26530-20-1,-1.1837587000082168,1
CCCCCCCN,111-68-2,1.3384564936046048,1
CCCCCCCO,111-70-6,1.6532125137753435,1
CCCCCCN,111-26-2,1.7528164311882717,1
CCCCCCNCCCCCC,143-16-8,-0.1079053973095195,1
CCCCCCO,111-27-3,2.100370545117563,1
CCCCCCOC(C)=O,142-92-7,0.6020599913279624,1
CCCCCCOc1ccc(C=O)cc1OC,61096-84-2,0.4265112613645752,1
CCCCCCOc1ccc(N)cc1,39905-57-2,0.5865873046717549,1
CCCCCCS,111-31-9,-0.3979400086720376,1
CCCCCN,110-58-7,2.2479732663618064,1
CCCCCO,71-41-0,2.8129133566428557,1
CCCCCOC(=S)S,2720-73-2,1.845098040014257,1
CCCCCOC(C)=O,628-63-7,1.8129133566428557,1
CCCCCc1ccc(O)cc1,14938-35-3,0.146128035678238,1
CCCCN,109-73-9,2.428134794028789,1
CCCCN(C=O)CCCC,761-65-9,1.9508514588885464,1
CCCCN(CC)C(=O)SCCC,1114-71-2,1.0,1
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1861-40-1,-1.0,1
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,55285-14-8,-0.5718652059712112,1
CCCCN(CCO)CCCC,102-81-8,1.462397997898956,1
CCCCNC(=O)OCC#CI,55406-53-6,-1.1739251972991736,1
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,17804-35-2,-0.721246399047171,1
CCCCNCCCC,111-92-2,1.568201724066995,1
CCCCO,71-36-3,3.2380461031287955,1
CCCCOC(=O)/C=C/C(=O)OCCCC,105-75-9,-0.1487416512809247,1
CCCCOC(=O)C(C)O,138-22-7,1.8750612633917,1
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,122008-85-9,-0.1191864077192086,1
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,69806-50-4,-0.431798275933005,1
CCCCOC(=O)C1=CC(=O)CC(C)(C)O1,532-34-3,1.59659709562646,1
CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,1770-80-5,2.230448921378274,1
CCCCOC(=O)CCC,109-21-7,1.0644579892269186,1
CCCCOC(=O)CCC(=O)OCCCC,141-03-7,0.6493348587121419,1
CCCCOC(=O)COc1ccc(Cl)cc1Cl,94-80-4,-0.8239087409443188,1
CCCCOC(=O)c1ccccc1C(=O)OCCCC,84-74-2,0.187520720836463,1
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,85-68-7,-0.2924298239020636,1
CCCCOC(=S)S,110-50-9,1.3483048630481609,1
CCCCOC(C)=O,123-86-4,1.255272505103306,1
CCCCOC(C)COC(=O)COc1ccc(Cl)cc1Cl,1320-18-9,-0.5072396109731625,1
CCCCOCC(C)OC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,15067-52-4,-0.1938200260161128,1
CCCCOCCCC,142-96-1,1.3926969532596658,1
CCCCOCCCOC(=O)COc1ccc(Cl)cc1Cl,1928-45-6,0.7323937598229685,1
CCCCOCCO,111-76-2,3.096910013008056,1
CCCCOCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,19398-13-1,0.0,1
CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,53404-31-2,-0.0793549985932124,1
CCCCOCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,2545-59-7,-0.0315170514460648,1
CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,1929-73-3,0.08278537031645,1
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,64700-56-7,0.2304489213782739,1
CCCCOCCOCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,1928-58-1,0.0969100130080564,1
CCCCOCCOCCO,112-34-5,3.113943352306837,1
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,51-03-6,1.0492180226701815,1
CCCCOCCOCCSC#N,112-56-1,0.8129133566428556,1
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,23184-66-9,-0.1938200260161128,1
CCCCOP(=O)(OCCCC)OCCCC,126-73-8,0.8808135922807914,1
CCCCOc1ccccc1,1126-79-0,0.7611758131557314,1
CCCCS,109-79-5,3.5563025007672873,1
CCCCSCCCC,544-40-1,0.5538830266438743,1
CCCCSP(=O)(SCCCC)SCCCC,78-48-8,1.2741578492636798,1
CCCCSP(SCCCC)SCCCC,150-50-5,0.1139433523068367,1
CCCCn1ccnc1,4316-42-1,1.4771212547196624,1
CCCN,107-10-8,2.4885507165004443,1
CCCN(CCC)C(=O)SCC,759-94-4,1.2988530764097066,1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],33820-53-0,-0.5086383061657274,1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],29091-21-2,1.7160033436347992,1
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1582-09-8,-0.8181564120552275,1
CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],4726-14-1,1.4771212547196624,1
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],19044-88-3,0.4593924877592308,1
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],33245-39-5,-1.3716110699496884,1
CCCO,71-23-8,3.651278013998144,1
CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3,83-59-0,-1.8860566476931633,1
CCCOC(=O)NCCCN(C)C,25606-41-1,2.5415792439465807,1
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,136-45-8,-0.3565473235138126,1
CCCOC(C)=O,109-60-4,1.7781512503836436,1
CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,68694-11-1,-0.3187587626244128,1
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,51218-49-6,0.380211241711606,1
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,3244-90-4,-1.1191864077192086,1
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,24151-93-7,0.6020599913279624,1
CCCSCCC,111-47-7,1.3364597338485296,1
CCCSCCCCSCCC,56348-39-1,0.4756711883244297,1
CCCSCCSCCC,22037-97-4,0.8762178405916422,1
CCCSCSP(=S)(OCC)OCC,3309-68-0,-0.494850021680094,1
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,41198-08-7,0.3053513694466238,1
CCCSP(=O)(OCC)SCCC,13194-48-4,-0.1938200260161128,1
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,35400-43-2,0.0,1
CCCc1ccc(O)cc1,645-56-7,1.041392685158225,1
CCN(C(=O)SCc1ccccc1)C(C)C(C)C,85785-20-2,0.1139433523068367,1
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,15299-99-7,1.0043213737826426,1
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,13171-21-6,0.0969100130080564,1
CCN(CC)C(=O)SCc1ccc(Cl)cc1,408-27-5,-0.02367641512052845,2
CCN(CC)C(=O)c1cccc(C)c1,134-62-3,2.041392685158225,1
CCN(CC)CC,121-44-8,1.380211241711606,1
CCN(CC)N=O,55-18-5,2.88930170250631,1
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],29091-05-2,-0.2291479883578558,1
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,29232-93-7,-2.4596705252091264,1
CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],62924-70-3,-1.747146969020107,1
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)[O-])cc1,3844-45-9,3.0569048513364727,1
CCN1CN(CC)CN(CC)C1,7779-27-3,1.3673559210260189,1
CCNC(=O)C(C)OC(=O)Nc1ccccc1,16118-49-3,2.2174839442139063,1
CCNC(=O)NC(=O)/C(C#N)=N/OC,57966-95-7,1.462397997898956,1
CCNC(=S)OC(C)C,141-98-0,1.6020599913279625,1
CCNCC,109-89-7,2.2600713879850747,1
CCNCCO,110-73-6,3.1702617153949575,1
CCNCc1ccccc1,14321-27-8,1.756636108245848,1
CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,31218-83-4,-0.7189666327522725,1
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4151-50-2,-0.7235381958267558,1
CCNc1cccc(C)c1,102-27-2,1.6946051989335686,1
CCNc1ccccc1,103-69-5,1.9030899869919435,1
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,21725-46-2,1.0170333392987805,1
CCNc1nc(Cl)nc(NC(C)(C)C)n1,5915-41-3,0.8450980400142568,1
CCNc1nc(Cl)nc(NC(C)C)n1,1912-24-9,1.2095646538709879,2
CCNc1nc(Cl)nc(NCC)n1,122-34-9,1.919078092376074,1
CCNc1nc(NC(C)(C)C#N)nc(SC)n1,21689-84-9,1.1760912590556811,1
CCNc1nc(NC(C)(C)C)nc(OC)n1,33693-04-8,1.0,1
CCNc1nc(NC(C)(C)C)nc(SC)n1,886-50-0,0.4771212547196624,1
CCNc1nc(NC(C)C(C)C)nc(SC)n1,22936-75-0,0.7781512503836436,1
CCNc1nc(NC(C)C)nc(SC)n1,834-12-8,1.1760912590556811,1
CCNc1nc(NC(C)CC)nc(OC)n1,26259-45-0,1.3979400086720375,1
CCNc1nc(NCC)nc(SC)n1,1014-70-6,1.3979400086720375,1
CCO,64-17-5,4.103803720955957,1
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,637-07-0,-0.0506099933550872,1
CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,22212-55-1,0.005065138607573953,2
CCOC(=O)C(C)O,97-64-3,2.505149978319906,1
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],77501-63-4,0.3222192947339193,1
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,76578-14-8,0.9849771264154934,1
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,66441-23-4,-0.32800046547141937,2
CCOC(=O)C(Cl)(Cl)Cl,515-84-4,1.6434526764861874,1
CCOC(=O)C(Cl)C(=O)OCC,14064-10-9,-0.0222763947111522,1
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,128639-02-1,0.2041199826559248,1
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,510-15-6,-0.1739251972991735,1
CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C(=O)OCC)C1,135590-91-9,0.6232492903979004,1
CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,163520-33-0,-0.6575773191777937,1
CCOC(=O)C=C(C)OP(=S)(OCC)OCC,73263-81-7,-3.759450751717401,1
CCOC(=O)CC(=O)OCC,105-53-3,1.1931245983544616,1
CCOC(=O)CC(S)C(=O)OCC,23060-14-2,1.5440680443502757,1
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,1634-78-2,0.4913616938342727,1
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,121-75-5,1.230448921378274,1
CCOC(=O)CCCCC(=O)OCC,141-28-6,1.2253092817258628,1
CCOC(=O)CCCCCCCCC(=O)OCC,110-40-7,0.4623979978989561,1
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,38727-55-8,0.4548448600085102,1
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,129630-19-9,0.2041199826559248,1
CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,188489-07-8,0.3979400086720376,1
CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,112143-82-5,-0.2757241303992109,1
CCOC(=O)Cc1cccc2ccccc12,2122-70-5,1.146128035678238,1
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,2595-54-2,-2.3979400086720375,1
CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,72490-01-8,0.2041199826559248,1
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,13684-56-5,0.2304489213782739,1
CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2,203313-25-1,0.3424226808222063,1
CCOC(=O)c1ccc(N)cc1,94-09-7,1.041392685158225,1
CCOC(=O)c1cccc(N)c1,886-86-2,1.4502491083193612,1
CCOC(=O)c1ccccc1C(=O)OCC,84-66-2,1.230448921378274,1
CCOC(=O)c1ccccc1O,118-61-6,1.2966651902615312,1
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,90982-32-4,0.9242792860618816,1
CCOC(=O)c1cncn1[C@H](C)c1ccccc1,33125-97-2,-0.5528419686577808,1
CCOC(=S)S,140-89-6,1.1139433523068367,3
CCOC(C)=O,141-78-6,2.361727836017593,1
CCOC(CN(C)CC(OCC)OCC)OCC,6948-86-3,2.8041394323353503,1
CCOC(O)=c1cc(O)c(=C(O)C2CC2)c(O)c1,95266-40-3,1.5440680443502757,1
